# VERSION=1.0
# NAME=Protein levels for normal Liver
# DESCRIPTION= data from the Human Protein Atlas - "Normal tissue data". Protein levels are categorized in "High", "Medium", "Low", or "Not detected". It was included all levels of confidence. Color was categorized as -1 (dark red) for "High", -0.66 (medium red) for "Medium", -0.33 (light red) for "Low", and 0 (white) for "Not detected". Only hepatocytes annotated genes were used. 13453 genes included. 22/06/2022.
# CONTACT= ONTOX UL team. lc.ladeira@uliege.be
# REFERENCE= Karlsson, Max, Cheng Zhang, Loren Méar, Wen Zhong, Andreas Digre, Borbala Katona, Evelina Sjöstedt, et al. 2021. “A Single–Cell Type Transcriptomics Map of Human Tissues.” Science Advances 7 (31): 1–10. https://doi.org/10.1126/sciadv.abh2169.
name	value	
LIMK1	-0.66
FKTN	-0.66
TMEM245	-0.66
SEC61B	-0.66
ECM2	-0.66
CDC37L1	-0.66
TBC1D13	-0.66
EDF1	-0.66
GLIS3	-0.66
ABCA2	-0.66
RAB11FIP2	-0.66
TRDMT1	-0.66
PLEKHA1	-0.66
MICU1	-0.66
CCSER2	-0.66
BMPR1A	-0.66
MINPP1	-0.66
NPM3	-0.66
LARP4B	-0.66
SH3PXD2A	-0.66
SMC3	-0.66
CCNY	-0.66
RPL19	-0.66
PSMD3	-0.66
TUBD1	-0.66
GALK1	-0.66
SLC25A11	-0.66
RAI1	-0.66
NUP88	-0.66
CPD	-0.66
CCDC47	-0.66
DRG2	-0.66
RAB5C	-0.66
PPP1R9B	-0.66
MRPL27	-0.66
HDAC5	-0.66
TMEM104	-0.66
RAB34	-0.66
TMEM33	-0.66
MANBA	-0.66
WFS1	-0.66
FRG1	-0.66
NKX3-2	-0.66
MTCH2	-0.66
UNC93B1	-0.66
RNF141	-0.66
EIF4G2	-0.66
UBE4A	-0.66
DDX6	-0.66
HIPK3	-0.66
PTPMT1	-0.66
HPS5	-0.66
PRDM4	-0.66
COQ5	-0.66
CORO1C	-0.66
CSRNP2	-0.66
CAMKK2	-0.66
RSRC2	-0.66
TNS2	-0.66
PPM1H	-0.66
SLC6A12	-0.66
SH2B3	-0.66
DUSP16	-0.66
OGFOD2	-0.66
TBC1D30	-0.66
RAB5B	-0.66
KRR1	-0.66
ING4	-0.66
C12orf57	-0.66
SUDS3	-0.66
ST8SIA1	-0.66
C2CD5	-0.66
PHC1	-0.66
COX6A1	-0.66
RIC8B	-0.66
KLRB1	-0.66
GCNT2	-0.66
CRYBG1	-0.66
HBS1L	-0.66
FIG4	-0.66
PHF1	-0.66
DUSP22	-0.66
ERBIN	-0.66
HARS2	-0.66
CEP72	-0.66
MRPS30	-0.66
PFDN1	-0.66
ARSB	-0.66
TARS1	-0.66
RAD1	-0.66
SLC12A7	-0.66
ST8SIA4	-0.66
TRIM23	-0.66
TRAPPC13	-0.66
SMC4	-0.66
ARL6	-0.66
OGG1	-0.66
SLC25A36	-0.66
RNF7	-0.66
PDCD10	-0.66
CBLB	-0.66
SLC41A3	-0.66
KLHL18	-0.66
CISH	-0.66
AADAC	-0.66
ABHD14A-ACY1	-0.66
SSR3	-0.66
NKTR	-0.66
EIF4G1	-0.66
SPCS1	-0.66
DGUOK	-0.66
KANSL3	-0.66
RTKN	-0.66
STEAP3	-0.66
CYTIP	-0.66
PDE1A	-0.66
MOGS	-0.66
AUP1	-0.66
MRPL19	-0.66
COQ10B	-0.66
SF3B1	-0.66
CHST10	-0.66
MOB4	-0.66
IL18R1	-0.66
ABCB6	-0.66
NOL10	-0.66
ORC4	-0.66
KISS1R	-0.66
DNAJC16	-0.66
FAM20B	-0.66
EDEM3	-0.66
SRM	-0.66
FBXO6	-0.66
PLA2G4A	-0.66
WLS	-0.66
UCHL5	-0.66
KIF21B	-0.66
LGALS8	-0.66
SIPA1L2	-0.66
UAP1	-0.66
CTBS	-0.66
GBP3	-0.66
CDK18	-0.66
P3H1	-0.66
EBNA1BP2	-0.66
AKR1A1	-0.66
FAAH	-0.66
PRRC2C	-0.66
DPH5	-0.66
TNFSF4	-0.66
STX12	-0.66
STK11	-0.66
IFT46	-0.66
KPTN	-0.66
RPS25	-0.66
DDX59	-0.66
B4GALT6	-0.66
SPCS2	-0.66
UBE3D	-0.66
PHF3	-0.66
FBXO30	-0.66
AKAP7	-0.66
RAB32	-0.66
SGK1	-0.66
RNF146	-0.66
CCN2	-0.66
FBXL5	-0.66
RAB3GAP2	-0.66
EEF2KMT	-0.66
LDAH	-0.66
HEATR1	-0.66
DYNC2I2	-0.66
CNTRL	-0.66
FBXW2	-0.66
DCAF4	-0.66
IRF2BPL	-0.66
YPEL5	-0.66
CRIPT	-0.66
SLF2	-0.66
IFIT3	-0.66
PYROXD2	-0.66
AVPI1	-0.66
GNA13	-0.66
HOXB3	-0.66
PANK3	-0.66
PLEKHG1	-0.66
GORAB	-0.66
TCP1	-0.66
KCNJ5	-0.66
MSANTD2	-0.66
PDZD11	-0.66
PLXDC2	-0.66
TAF12	-0.66
UFM1	-0.66
ALG5	-0.66
ETF1	-0.66
FAM53C	-0.66
PAIP2	-0.66
FAM117A	-0.66
ZNF549	-0.66
KIF18A	-0.66
ZCCHC17	-0.66
PIK3CA	-0.66
MTIF3	-0.66
OCRL	-0.66
NAA60	-0.66
RPL5	-0.66
RPAP2	-0.66
FAM126A	-0.66
CYREN	-0.66
CDKN2C	-0.66
CCDC91	-0.66
WWP1	-0.66
PKN1	-0.66
SPRYD7	-0.66
NLN	-0.66
OPTN	-0.66
ATG101	-0.66
IKZF4	-0.66
ATPAF1	-0.66
AMD1	-0.66
NMI	-0.66
KCNJ2	-0.66
EXOSC9	-0.66
PLA2G12A	-0.66
CKS2	-0.66
OBSL1	-0.66
SLC12A4	-0.66
FAM210B	-0.66
RAB22A	-0.66
STAU1	-0.66
NEURL2	-0.66
VAMP7	-0.66
SNRNP27	-0.66
HIF3A	-0.66
USP9X	-0.66
SIRT5	-0.66
OARD1	-0.66
AARS2	-0.66
RPS10	-0.66
SOX4	-0.66
SLC35B3	-0.66
ATXN1	-0.66
RAB17	-0.66
C16orf70	-0.66
RNF113A	-0.66
GGA3	-0.66
MSTO1	-0.66
CHCHD5	-0.66
ALKBH7	-0.66
RPL23	-0.66
SYMPK	-0.66
CENPB	-0.66
PSMF1	-0.66
STK35	-0.66
DSTN	-0.66
ITPA	-0.66
NCLN	-0.66
ZNF436	-0.66
ID1	-0.66
DYNLRB1	-0.66
EIF2S2	-0.66
HECTD3	-0.66
LRFN3	-0.66
PDCD2L	-0.66
THRA	-0.66
BCL2L12	-0.66
SBDS	-0.66
AHDC1	-0.66
IFI6	-0.66
UXT	-0.66
L3HYPDH	-0.66
ZBTB1	-0.66
SGPP1	-0.66
DYNC2I1	-0.66
INTS11	-0.66
HIVEP3	-0.66
ABHD8	-0.66
LRRC61	-0.66
FGFRL1	-0.66
TMEM175	-0.66
PLA2G5	-0.66
UBR4	-0.66
SLC35E1	-0.66
WDR24	-0.66
TUBGCP6	-0.66
SDF2L1	-0.66
APOBEC3A	-0.66
IFT22	-0.66
MYO1B	-0.66
PDE11A	-0.66
HERC2	-0.66
ALDH1A2	-0.66
CHAC1	-0.66
DCTD	-0.66
RPAIN	-0.66
KRI1	-0.66
BCL2L2	-0.66
AJUBA	-0.66
DTD2	-0.66
REEP5	-0.66
SEC14L1	-0.66
TTI2	-0.66
DOHH	-0.66
SHC2	-0.66
GAMT	-0.66
PUDP	-0.66
DOCK6	-0.66
ECSIT	-0.66
LDLR	-0.66
CDC16	-0.66
FAM98C	-0.66
SAFB2	-0.66
GTPBP3	-0.66
PGLS	-0.66
TULP4	-0.66
SNX9	-0.66
RTN4IP1	-0.66
QRSL1	-0.66
RSPH3	-0.66
MLLT1	-0.66
FCHO1	-0.66
PGPEP1	-0.66
SAMD10	-0.66
ATXN10	-0.66
TUBGCP2	-0.66
UBE2M	-0.66
MAP3K10	-0.66
PNCK	-0.66
SLC35D2	-0.66
UBA1	-0.66
SYNE1	-0.66
ARHGEF9	-0.66
RFTN1	-0.66
RPL27	-0.66
NDUFA2	-0.66
ANKHD1	-0.66
DIAPH1	-0.66
TMEM204	-0.66
PPP1R1B	-0.66
PDHA1	-0.66
ZNF304	-0.66
C19orf12	-0.66
PODNL1	-0.66
RFX1	-0.66
NUP210	-0.66
HSD17B7	-0.66
TRIM5	-0.66
TRIM22	-0.66
RRP8	-0.66
TIMM10B	-0.66
UBE2G1	-0.66
FIGNL1	-0.66
UTP3	-0.66
WBP2	-0.66
CLEC10A	-0.66
ANKEF1	-0.66
PCED1A	-0.66
RIN2	-0.66
KHDC4	-0.66
DCAF8	-0.66
RBM38	-0.66
OSER1	-0.66
AP3B1	-0.66
CPLANE2	-0.66
POMP	-0.66
LGR6	-0.66
FAM104A	-0.66
EPHB2	-0.66
AGAP3	-0.66
KRBA1	-0.66
TMEM254	-0.66
TMTC1	-0.66
IMPA1	-0.66
MICAL2	-0.66
RRAS2	-0.66
ERG28	-0.66
DGLUCY	-0.66
MED6	-0.66
LOXL2	-0.66
THUMPD3	-0.66
DPH6	-0.66
PTPN22	-0.66
LAMTOR5	-0.66
AP4B1	-0.66
SLC38A2	-0.66
LPIN1	-0.66
TIMM17A	-0.66
CCNH	-0.66
ELP2	-0.66
APLNR	-0.66
TMEM258	-0.66
UBAC2	-0.66
POGLUT2	-0.66
ARHGAP32	-0.66
STT3A	-0.66
RFK	-0.66
NAA35	-0.66
CEMIP2	-0.66
AGTPBP1	-0.66
FBXO21	-0.66
PNPLA8	-0.66
RINT1	-0.66
MDFIC	-0.66
NT5E	-0.66
CAPRIN1	-0.66
ATP5MC2	-0.66
DNAJC14	-0.66
BLOC1S1	-0.66
ACVR1B	-0.66
HEY2	-0.66
PKIB	-0.66
REPS1	-0.66
STX11	-0.66
PRADC1	-0.66
CCT7	-0.66
KCNK1	-0.66
EGLN1	-0.66
GLUL	-0.66
KIAA1614	-0.66
RC3H1	-0.66
SLC19A3	-0.66
ARMC9	-0.66
MFSD9	-0.66
SCYL2	-0.66
APPL2	-0.66
RNASEH2B	-0.66
TBC1D4	-0.66
MED4	-0.66
COG3	-0.66
SPRY2	-0.66
RCBTB2	-0.66
SETDB2	-0.66
CHST12	-0.66
MTHFS	-0.66
RSAD1	-0.66
MRPL47	-0.66
TANK	-0.66
ABI1	-0.66
NIPSNAP3A	-0.66
TOR1B	-0.66
SMC2	-0.66
TOR1A	-0.66
SLC31A1	-0.66
TRMO	-0.66
ARPC5L	-0.66
MYC	-0.66
RANBP6	-0.66
UBAP2	-0.66
TMEM8B	-0.66
FOXP4	-0.66
SLC22A23	-0.66
IER3	-0.66
ATAT1	-0.66
THAP12	-0.66
RAB30	-0.66
PRCP	-0.66
NEK1	-0.66
DCUN1D5	-0.66
MAPKBP1	-0.66
HAUS2	-0.66
TMEM62	-0.66
BCAR3	-0.66
FNBP1L	-0.66
RABGGTB	-0.66
ADCY3	-0.66
PPM1B	-0.66
PREPL	-0.66
ACTR1A	-0.66
EXOC6	-0.66
ASCC1	-0.66
PLA2G12B	-0.66
DNA2	-0.66
FASTKD1	-0.66
OLA1	-0.66
PPCDC	-0.66
HERC3	-0.66
PRKG2	-0.66
SEC31A	-0.66
PDE5A	-0.66
NAAA	-0.66
BMP2K	-0.66
SEPTIN11	-0.66
INTS12	-0.66
SLC39A8	-0.66
FGD4	-0.66
ALG10	-0.66
ETNK1	-0.66
VAMP1	-0.66
LRIG3	-0.66
GLIPR1	-0.66
NEDD1	-0.66
SLC15A4	-0.66
SDSL	-0.66
GIT2	-0.66
NUP58	-0.66
N4BP2L1	-0.66
CSAD	-0.66
MYG1	-0.66
ZNF740	-0.66
SBNO1	-0.66
DENR	-0.66
RBM26	-0.66
ABHD13	-0.66
PTGR2	-0.66
LYSMD2	-0.66
IGF1R	-0.66
LINS1	-0.66
ULK3	-0.66
HAPLN3	-0.66
POLG	-0.66
ABHD2	-0.66
UNC45A	-0.66
RHOT2	-0.66
NOB1	-0.66
PRPSAP2	-0.66
PCTP	-0.66
VPS53	-0.66
SGSM2	-0.66
BCAS3	-0.66
SLC39A6	-0.66
GAREM1	-0.66
NPC1	-0.66
SLC16A3	-0.66
CSNK1D	-0.66
TBCD	-0.66
SECTM1	-0.66
PFKL	-0.66
SH3GL1	-0.66
SIRT3	-0.66
TMEM50B	-0.66
CBLC	-0.66
CAPN10	-0.66
TIMM29	-0.66
RPL13A	-0.66
NOSIP	-0.66
MAP3K6	-0.66
LMO4	-0.66
PSMA5	-0.66
NME7	-0.66
PFDN2	-0.66
LYPLAL1	-0.66
TUFT1	-0.66
ZNF687	-0.66
TARS2	-0.66
PI4KB	-0.66
PIP5K1A	-0.66
CERS2	-0.66
JTB	-0.66
SNAPIN	-0.66
UBAP2L	-0.66
GATAD2B	-0.66
GUK1	-0.66
C1orf35	-0.66
HNRNPLL	-0.66
CALM2	-0.66
NPHP1	-0.66
LIPT1	-0.66
AFF3	-0.66
PKP4	-0.66
SCRN3	-0.66
LNPK	-0.66
UBR3	-0.66
SPAG16	-0.66
RHBDD1	-0.66
DIS3L2	-0.66
RAB5A	-0.66
GASK1A	-0.66
LIMD1	-0.66
PHLDB2	-0.66
ADPRH	-0.66
EIF2A	-0.66
TCTA	-0.66
DCAF1	-0.66
ILDR1	-0.66
EIF2B5	-0.66
ATP10D	-0.66
CISD2	-0.66
TIFA	-0.66
NAF1	-0.66
RPS3A	-0.66
CYP4V2	-0.66
SRD5A1	-0.66
PLK2	-0.66
PCYOX1L	-0.66
N4BP3	-0.66
ZMAT2	-0.66
KLHL3	-0.66
FAM193B	-0.66
TAAR1	-0.66
SLC18B1	-0.66
ZMYM4	-0.66
SLC22A3	-0.66
GNA12	-0.66
C7orf50	-0.66
SDK1	-0.66
ATXN7L1	-0.66
TMEM168	-0.66
NCAPG2	-0.66
LUC7L2	-0.66
TMEM47	-0.66
LANCL3	-0.66
EBP	-0.66
OGT	-0.66
CCDC25	-0.66
PLPBP	-0.66
MRPS28	-0.66
RPL7	-0.66
EIF3H	-0.66
HAUS6	-0.66
CBWD5	-0.66
IDNK	-0.66
AOPEP	-0.66
STOM	-0.66
SURF2	-0.66
SURF6	-0.66
ASB6	-0.66
PTGES2	-0.66
MIGA2	-0.66
COMMD3	-0.66
FAM171A1	-0.66
MTG1	-0.66
IMMP1L	-0.66
PGAP2	-0.66
HSD17B12	-0.66
APIP	-0.66
HIKESHI	-0.66
ZC3H12C	-0.66
LAMTOR1	-0.66
ADAM33	-0.66
TMEM138	-0.66
FADS1	-0.66
EI24	-0.66
TMEM25	-0.66
SOGA1	-0.66
NUDT22	-0.66
MRPL49	-0.66
TAOK2	-0.66
CNTN5	-0.66
LATS2	-0.66
KIAA1328	-0.66
MIA2	-0.66
HNMT	-0.66
TIMM8B	-0.66
RILPL2	-0.66
DHX37	-0.66
UBE3B	-0.66
CSNK1G3	-0.66
TMEM18	-0.66
THRSP	-0.66
NDUFC2	-0.66
NUBPL	-0.66
NEK7	-0.66
CDC123	-0.66
EPS8	-0.66
MFSD6	-0.66
RNF144A	-0.66
ADAM17	-0.66
SLC25A4	-0.66
BICD1	-0.66
POC5	-0.66
TADA1	-0.66
PAN3	-0.66
DMP1	-0.66
GPR180	-0.66
PLOD2	-0.66
CENPH	-0.66
BCL2L11	-0.66
SCOC	-0.66
INO80C	-0.66
JAZF1	-0.66
KCNJ16	-0.66
CHD1	-0.66
MSI2	-0.66
UBASH3B	-0.66
TNIK	-0.66
DIPK1A	-0.66
C21orf91	-0.66
CCDC174	-0.66
APOOL	-0.66
CDK19	-0.66
GTF3C6	-0.66
ZFYVE27	-0.66
HSPA13	-0.66
USP25	-0.66
CNOT8	-0.66
RBM45	-0.66
KDM8	-0.66
FZD7	-0.66
VBP1	-0.66
FAM161B	-0.66
ADK	-0.66
DPY19L4	-0.66
FAM122C	-0.66
ZDHHC5	-0.66
BAG4	-0.66
FBRS	-0.66
FRRS1	-0.66
MFSD14A	-0.66
MALSU1	-0.66
MPV17L	-0.66
SMG1	-0.66
TMEM171	-0.66
MMP14	-0.66
ZNF19	-0.66
ERG	-0.66
TMEM164	-0.66
MX1	-0.66
TMEM268	-0.66
PSMG3	-0.66
PRXL2B	-0.66
PAFAH2	-0.66
PTPDC1	-0.66
FANCC	-0.66
FAIM	-0.66
CD1B	-0.66
TMED4	-0.66
COPG2	-0.66
DUSP23	-0.66
NIT1	-0.66
DEDD	-0.66
FAM160B2	-0.66
RAPGEF6	-0.66
FBXW5	-0.66
IFNGR2	-0.66
SNF8	-0.66
MORC3	-0.66
SIM2	-0.66
HLCS	-0.66
PTMS	-0.66
PSMB4	-0.66
THEM4	-0.66
AMFR	-0.66
MED8	-0.66
GPBP1L1	-0.66
EFCAB14	-0.66
CHCHD6	-0.66
PSKH1	-0.66
GNE	-0.66
ZBTB8A	-0.66
ATAD3B	-0.66
CCDC58	-0.66
ABCG1	-0.66
GAB3	-0.66
ICOSLG	-0.66
FAM207A	-0.66
GPSM1	-0.66
RDH13	-0.66
MED27	-0.66
NEK8	-0.66
CHTOP	-0.66
FLAD1	-0.66
FDPS	-0.66
RUSC1	-0.66
FGFR4	-0.66
PCYT1A	-0.66
ZNF382	-0.66
PLXDC1	-0.66
PGAP3	-0.66
DBF4B	-0.66
TAMALIN	-0.66
ADCY9	-0.66
TTC9C	-0.66
RPL29	-0.66
LRP5	-0.66
CMPK1	-0.66
PLPP3	-0.66
FBLIM1	-0.66
SDC3	-0.66
KIAA1522	-0.66
OMA1	-0.66
DNAJB4	-0.66
AGL	-0.66
EXTL2	-0.66
ARPC5	-0.66
ATF3	-0.66
IER5	-0.66
CNST	-0.66
OXER1	-0.66
B3GALNT2	-0.66
MEMO1	-0.66
MAIP1	-0.66
ARL5A	-0.66
CFAP36	-0.66
WDCP	-0.66
NOSTRIN	-0.66
TGFA	-0.66
PMVK	-0.66
STK36	-0.66
CIP2A	-0.66
AZI2	-0.66
ANKZF1	-0.66
STT3B	-0.66
EIF5A2	-0.66
ICA1L	-0.66
PPP4R2	-0.66
GTPBP8	-0.66
CCDC191	-0.66
WDFY3	-0.66
COX18	-0.66
DNASE1L3	-0.66
APBB2	-0.66
TOPBP1	-0.66
UCN	-0.66
SLC4A1AP	-0.66
ZDHHC3	-0.66
NMNAT3	-0.66
SMIM12	-0.66
SENP2	-0.66
UVSSA	-0.66
PGRMC2	-0.66
SHISA5	-0.66
SPRY1	-0.66
INTU	-0.66
RAD54L2	-0.66
C4orf3	-0.66
ABCE1	-0.66
LSM6	-0.66
EDIL3	-0.66
LMBRD2	-0.66
RANBP3L	-0.66
RNF180	-0.66
SLC25A46	-0.66
WDR41	-0.66
GRPEL2	-0.66
ANKRA2	-0.66
NSA2	-0.66
CCDC127	-0.66
PDSS2	-0.66
RPS14	-0.66
COL1A2	-0.66
PEX2	-0.66
SPIDR	-0.66
ORC5	-0.66
OSGIN2	-0.66
INTS1	-0.66
TMUB1	-0.66
YWHAZ	-0.66
CTHRC1	-0.66
INTS8	-0.66
GEM	-0.66
UBAP1	-0.66
ABCA1	-0.66
HGSNAT	-0.66
ANKS6	-0.66
KIAA1958	-0.66
CARD19	-0.66
OTUD1	-0.66
HECTD2	-0.66
FBXO33	-0.66
MARCHF8	-0.66
INPPL1	-0.66
CRYL1	-0.66
MICU2	-0.66
LRR1	-0.66
ARF6	-0.66
NUDT5	-0.66
ZNF503	-0.66
GHITM	-0.66
BORCS5	-0.66
ZNF219	-0.66
CCDC186	-0.66
FRAT1	-0.66
PSMC3	-0.66
TC2N	-0.66
ARL5B	-0.66
CEP295	-0.66
SPRED1	-0.66
LARP6	-0.66
ARIH1	-0.66
COX11	-0.66
BORCS7	-0.66
ANAPC16	-0.66
APBB1	-0.66
TRIM44	-0.66
DENND2B	-0.66
HDGFL3	-0.66
ZNF592	-0.66
SAAL1	-0.66
FAM111A	-0.66
KIF7	-0.66
PLK1	-0.66
CLPX	-0.66
PATL1	-0.66
DIS3L	-0.66
SLC27A4	-0.66
URM1	-0.66
ENDOG	-0.66
KATNAL2	-0.66
RNF214	-0.66
DPEP2	-0.66
ATP5MG	-0.66
TBC1D16	-0.66
VKORC1	-0.66
SMG8	-0.66
TPM4	-0.66
TRAPPC2L	-0.66
RPL13	-0.66
NCKAP5L	-0.66
PROSER3	-0.66
TMC4	-0.66
GGT6	-0.66
ZNF83	-0.66
PRDX2	-0.66
HID1	-0.66
MRPL58	-0.66
ZNF598	-0.66
MLST8	-0.66
DDB1	-0.66
VPS37C	-0.66
FTH1	-0.66
POLR2G	-0.66
C2CD3	-0.66
TRANK1	-0.66
RPSA	-0.66
NUDT16L1	-0.66
SETD5	-0.66
RNF187	-0.66
DNAJC7	-0.66
COA6	-0.66
MGAT2	-0.66
DTYMK	-0.66
FNTA	-0.66
CDKN2AIP	-0.66
SNRNP48	-0.66
AXIN2	-0.66
LRATD2	-0.66
ZBTB5	-0.66
STX18	-0.66
DDX19A	-0.66
ANKRD49	-0.66
RNF181	-0.66
PPIC	-0.66
JMJD7-PLA2G4B	-0.66
COMMD8	-0.66
SLC25A6	-0.66
NPIPB12	-0.66
RGS14	-0.66
NPIPB3	-0.66
SHE	-0.66
PTK2	-0.66
PTAFR	-0.66
PTPN9	-0.66
RASSF6	-0.66
MMGT1	-0.66
GPR183	-0.66
ZEB2	-0.66
ASPSCR1	-0.66
MT1E	-0.66
TAPT1	-0.66
CSGALNACT2	-0.66
SYAP1	-0.66
MAP3K2	-0.66
SF3B5	-0.66
YWHAG	-0.66
CNTROB	-0.66
TRAPPC1	-0.66
SIK2	-0.66
GON7	-0.66
CRTAP	-0.66
CMTM8	-0.66
STX8	-0.66
NFRKB	-0.66
PRDM10	-0.66
FOS	-0.66
HARS1	-0.66
DENND5B	-0.66
RALGAPB	-0.66
NUDT9	-0.66
TRABD	-0.66
POLH	-0.66
AKAP13	-0.66
USP32	-0.66
PPM1D	-0.66
GPR27	-0.66
TRIAP1	-0.66
MTSS1	-0.66
RPS9	-0.66
KYAT1	-0.66
MFN1	-0.66
KCNMB3	-0.66
SOCS5	-0.66
TRIM8	-0.66
ZNF439	-0.66
ZNF440	-0.66
NAT1	-0.66
PPID	-0.66
TBCA	-0.66
BPTF	-0.66
TCEA2	-0.66
CAMTA1	-0.66
METTL18	-0.66
PWWP2B	-0.66
FBXL14	-0.66
MLLT3	-0.66
RPS7	-0.66
ZNF217	-0.66
JMJD1C	-0.66
MRPL13	-0.66
PAIP1	-0.66
DPAGT1	-0.66
GTPBP2	-0.66
NIPAL4	-0.66
MRPL52	-0.66
NAA16	-0.66
CBWD1	-0.66
DCP2	-0.66
RPL38	-0.66
PDP2	-0.66
DMXL1	-0.66
KAT5	-0.66
TADA2B	-0.66
RAPH1	-0.66
CKS1B	-0.66
MFSD4B	-0.66
VANGL1	-0.66
GLRX	-0.66
TNKS	-0.66
THAP2	-0.66
CSPG4	-0.66
CEP83	-0.66
NMNAT1	-0.66
HSPB7	-0.66
TAS1R1	-0.66
BCLAF3	-0.66
HEG1	-0.66
C11orf80	-0.66
STAT5B	-0.66
PHC3	-0.66
RBM4	-0.66
ZDHHC24	-0.66
ADCY6	-0.66
REP15	-0.66
DDX23	-0.66
C11orf45	-0.66
SLC29A2	-0.66
RESF1	-0.66
LARP7	-0.66
PABPC5	-0.66
SRP72	-0.66
PDE12	-0.66
GLMN	-0.66
MICOS13	-0.66
DHX36	-0.66
KLC2	-0.66
SLC22A1	-0.66
ZDHHC14	-0.66
UBE2C	-0.66
GK5	-0.66
TRAF6	-0.66
PARL	-0.66
TMEM9B	-0.66
ARL10	-0.66
LRRC25	-0.66
KCNE3	-0.66
ALG10B	-0.66
UCP2	-0.66
MRPL48	-0.66
ERCC4	-0.66
TMEM70	-0.66
SWI5	-0.66
CHMP6	-0.66
TMEM39A	-0.66
CCDC57	-0.66
PLAAT3	-0.66
RUFY1	-0.66
GCNT4	-0.66
FAM89B	-0.66
DEAF1	-0.66
MTX3	-0.66
SIX5	-0.66
ANO6	-0.66
ZBTB34	-0.66
CHD9	-0.66
FZD8	-0.66
PAWR	-0.66
SLC25A22	-0.66
RPLP2	-0.66
CSTF2T	-0.66
PNPLA2	-0.66
THAP5	-0.66
CRACR2B	-0.66
DNAJC28	-0.66
NECTIN3	-0.66
IMPDH2	-0.66
STAP2	-0.66
ZNF518B	-0.66
WDR6	-0.66
ZNF354B	-0.66
COX14	-0.66
DTX3	-0.66
GTPBP6	-0.66
GRINA	-0.66
MPI	-0.66
TMEM139	-0.66
APOLD1	-0.66
DPY19L3	-0.66
HYI	-0.66
RRS1	-0.66
SAMD4B	-0.66
ELMOD2	-0.66
PLD6	-0.66
CDC42EP4	-0.66
FCER1A	-0.66
FOXS1	-0.66
CDH5	-0.66
R3HDM2	-0.66
SEPHS2	-0.66
SSC5D	-0.66
TSHZ1	-0.66
PSTK	-0.66
TDRP	-0.66
ZNRF2	-0.66
ZNF609	-0.66
CCDC66	-0.66
GAS1	-0.66
CLRN3	-0.66
ZDHHC20	-0.66
CUEDC1	-0.66
LRRC57	-0.66
BBS12	-0.66
SLC25A42	-0.66
HIGD1A	-0.66
CHRM2	-0.66
ZNF746	-0.66
ZNF322	-0.66
DDX60L	-0.66
MEX3D	-0.66
ZBTB20	-0.66
DIPK2A	-0.66
RELL1	-0.66
RFX7	-0.66
COA4	-0.66
CHST15	-0.66
TMEM259	-0.66
DEXI	-0.66
ERCC6L2	-0.66
LDOC1	-0.66
ARL6IP4	-0.66
ATP6AP2	-0.66
FIGN	-0.66
FES	-0.66
GLRX5	-0.66
RWDD4	-0.66
TRAK1	-0.66
TSKU	-0.66
CMC4	-0.66
RPS17	-0.66
ALG12	-0.66
C11orf54	-0.66
CEP63	-0.66
SPATA13	-0.66
LYSMD4	-0.66
GPC6	-0.66
CEP57L1	-0.66
RABIF	-0.66
GDPGP1	-0.66
CCDC125	-0.66
CCDC159	-0.66
PCBP3	-0.66
H3C13	-0.66
SFXN4	-0.66
NPIPA5	-0.66
AC138969.1	-0.66
COA3	-0.66
NR2C2AP	-0.66
UBE2F	-0.66
MAML2	-0.66
SS18L1	-0.66
COPB2	-0.66
HDDC3	-0.66
KRBA2	-0.66
SEPTIN9	-0.66
AMER1	-0.66
UBE2G2	-0.66
TMED9	-0.66
RBM33	-0.66
IMMP2L	-0.66
BRI3BP	-0.66
NOMO2	-0.66
NRBP2	-0.66
PRPF39	-0.66
ZBTB37	-0.66
MAPK11	-0.66
SMYD3	-0.66
FAM174B	-0.66
IRF7	-0.66
ANKFY1	-0.66
IFIT1	-0.66
MORF4L1	-0.66
NPIPB4	-0.66
IRS2	-0.66
TMLHE	-0.66
AIDA	-0.66
C2orf76	-0.66
ZNRF1	-0.66
MTARC1	-0.66
TOR3A	-0.66
BACE1	-0.66
RPS23	-0.66
RGS7BP	-0.66
GPATCH8	-0.66
UBE2H	-0.66
BCR	-0.66
TPCN1	-0.66
TRABD2A	-0.66
CMC1	-0.66
RNF220	-0.66
TSPYL4	-0.66
SESTD1	-0.66
CHP1	-0.66
KCNJ11	-0.66
GJA4	-0.66
PTMA	-0.66
USP7	-0.66
NHEJ1	-0.66
SECISBP2	-0.66
FAM122A	-0.66
CYHR1	-0.66
RILPL1	-0.66
AGRN	-0.66
PRKAR1B	-0.66
DCUN1D3	-0.66
ZNF383	-0.66
FOCAD	-0.66
H3-5	-0.66
C19orf54	-0.66
NANOS1	-0.66
RTL6	-0.66
UROS	-0.66
ZBED6CL	-0.66
VWC2	-0.66
RPL14	-0.66
FAM120AOS	-0.66
NDUFA4	-0.66
ALKBH2	-0.66
PCDH18	-0.66
FAM53B	-0.66
KIAA0895L	-0.66
FAT4	-0.66
FAM217B	-0.66
LCOR	-0.66
XPNPEP3	-0.66
ZBTB44	-0.66
PIK3R4	-0.66
TRAPPC2	-0.66
PRPF40A	-0.66
